λ|is_conv|w|F1|F2|F3|F4|t|stat
[0.33333333333333337, 0.3333333333333333, 0.3333333333333333, 0.0]|false|[1.0937157022545093e-5, 9.329718713211197e-6, 1.133218605912288e-5, 2.1082374426718647e-5, 1.1458822878679067e-5, 0.36303451935640574, 0.5192003643326966, 1.4184965294394424e-5, 1.15076040707033e-5, 1.3950082331543127e-5, 1.854087127671001e-5, 6.948151366995992e-6, 3.859484191504975e-6, 2.1144731520495396e-5, 6.92572952380707e-6, 0.11755767078808882, 6.655668142752045e-6, 1.1758265615916406e-5, 7.445820817459514e-6, 2.0383889556315773e-5]|0.001479036021885702|0.000637881262652123|2.1632998464616026e-5|1.087166578924412e-5|1.0099999904632568|LOCALLY_SOLVED
[0.22222222222222232, 0.4444444444444444, 0.3333333333333333, 0.0]|true|[3.836807208602917e-5, 2.9848411601394193e-5, 4.3113984994814315e-5, 0.020453542027179514, 6.97217177822443e-5, 0.3916218096462133, 0.298938052359524, 7.825949177998827e-5, 3.968602983588166e-5, 5.122048561078764e-5, 0.00012671031373225771, 1.1226073704783473e-5, 5.623146794020959e-6, 0.0002752662000252528, 1.1422646939544778e-5, 0.28784690742187574, 1.7476356026652943e-5, 4.176038190490188e-5, 1.9383784157144387e-5, 0.00028060144823168496]|0.0010353773270021275|0.00029232606265405266|4.004117169127204e-6|1.4178989007327733e-6|1.2360000610351562|LOCALLY_SOLVED
[0.11111111111111116, 0.5555555555555556, 0.3333333333333333, 0.0]|true|[0.00012706621388215044, 0.00010826189017608271, 0.00018574448082848364, 0.060261938050421654, 0.001222772180005644, 0.24257951025480134, 0.11751518942546114, 0.01736616043929414, 0.00010224174295646901, 0.00015975978337540967, 0.08597541236221778, 2.1075553021544937e-5, 1.0388091102726411e-5, 0.1895582970205768, 2.1807564980474263e-5, 0.14036205236892932, 4.437523034984549e-5, 0.0003178693516402381, 4.488574643314474e-5, 0.1440151922495457]|0.0004523049643838451|9.162409418315524e-5|-5.007498719833104e-7|6.024101785620531e-8|1.2829999923706055|LOCALLY_SOLVED
[0.0, 0.6666666666666666, 0.3333333333333333, 0.0]|true|[0.0016768811878056767, 0.044424892199316626, 0.010667328598883963, 0.0019617170155050555, 0.0019936853688167005, 0.14826877625339377, 0.00039093591772053457, 0.06898163625521535, 4.4569841780928355e-5, 9.940460036544202e-5, 0.15633676294908963, 7.782424442756076e-5, 2.3959430131089592e-5, 0.23262899234695786, 0.0002848304799248349, 0.002138510624362662, 0.0007313015284076425, 0.14258373563861831, 6.193876761278393e-5, 0.18662231675166366]|-2.4223269534814595e-5|4.547255788588667e-5|-2.8653931077889604e-7|1.5531721406281292e-8|1.132000207901001|LOCALLY_SOLVED
[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]|false|[6.543946044702767e-7, 6.386101669199298e-7, 6.71812370066118e-7, 7.801312949458874e-7, 6.526101779389412e-7, 1.1095743121792774e-6, 0.9999864774285632, 7.066300072412564e-7, 6.905467067075264e-7, 7.219433059894847e-7, 7.730552932832349e-7, 6.185220533017135e-7, 4.732314436144864e-7, 7.945285708983528e-7, 6.461014880459748e-7, 1.0101455842879288e-6, 5.551929629221763e-7, 6.82360862247482e-7, 5.883955817640283e-7, 7.547846500202731e-7]|0.00347755500000744|0.007695188573647642|-0.0006106023920932571|0.0001807320436859824|0.8989999294281006|LOCALLY_SOLVED
[0.4444444444444444, 0.1111111111111111, 0.4444444444444444, 0.0]|false|[3.027933467529658e-6, 2.6880414103251154e-6, 2.9969729507053266e-6, 3.334353150825007e-6, 2.5701285877175972e-6, 0.2239443484382552, 0.7759951795461355, 3.370066491187566e-6, 2.751534158901772e-6, 3.4438061780395515e-6, 4.411570565013119e-6, 3.7375939750647932e-6, 2.419279160501727e-6, 4.7367171914847655e-6, 4.007044433758909e-6, 4.9026647962553595e-6, 2.1442742867384417e-6, 3.2958526563075944e-6, 2.2958119343030917e-6, 4.338370214802694e-6]|0.0023567932182902524|0.0023023338279435706|-3.440630750515326e-5|5.09189768231411e-5|0.8309998512268066|LOCALLY_SOLVED
[0.33333333333333337, 0.2222222222222222, 0.4444444444444444, 0.0]|false|[6.482742157421229e-6, 5.733088446649691e-6, 6.536381927307139e-6, 8.169493496599933e-6, 5.84993629864924e-6, 0.33830526481983364, 0.6615555303155959, 7.785246007559e-6, 6.263908445629007e-6, 7.771012793867198e-6, 1.0242007054701127e-5, 6.138708419794748e-6, 3.6592974957707006e-6, 1.1227288632002482e-5, 6.31479480910505e-6, 2.0376829852345596e-5, 4.390403538762675e-6, 7.1817621817398845e-6, 4.794880183880716e-6, 1.0287082828508112e-5]|0.001784319927385289|0.0010185469299241823|4.1384663071644556e-5|2.771223610114048e-5|1.0360000133514404|LOCALLY_SOLVED
[0.22222222222222232, 0.3333333333333333, 0.4444444444444444, 0.0]|false|[2.5458755092240158e-5, 2.1087892067798357e-5, 2.8387088472523955e-5, 0.00013714145082948217, 3.8110171903086546e-5, 0.38226341210452486, 0.3851180518190385, 4.065675844014329e-5, 2.860924809309259e-5, 3.36764780732198e-5, 5.365746436534493e-5, 1.0821215808837398e-5, 5.699318508062398e-6, 7.201254056237794e-5, 1.094244272293293e-5, 0.23198884875195744, 1.3536013843128955e-5, 2.7244945177788276e-5, 1.5137078729203794e-5, 6.750846179002785e-5]|0.0012052059272344168|0.00039582203683380385|9.170767882391528e-6|3.5210216828096973e-6|0.9920001029968262|LOCALLY_SOLVED
[0.11111111111111116, 0.4444444444444444, 0.4444444444444444, 0.0]|false|[3.792430645516513e-5, 3.130857000527495e-5, 4.6284957469071305e-5, 0.06317920168086988, 0.0001255969152754409, 0.2745087289532359, 0.1488226807220675, 0.001674122926114895, 3.213123722812119e-5, 4.752653645178187e-5, 0.05487080716570359, 7.829922938032044e-6, 3.882723214634628e-6, 0.1618504194275373, 8.06516936995589e-6, 0.17269574774548008, 1.5292376035822315e-5, 6.16273050932651e-5, 1.5888045623395447e-5, 0.1219649333138311]|0.000563002388561069|0.00011661534718847928|-2.992451401506599e-7|1.1422646372263277e-7|1.2119998931884766|LOCALLY_SOLVED
[0.0, 0.5555555555555556, 0.4444444444444444, 0.0]|false|[0.0027071716400738004, 0.042613134989679495, 0.009791358243297249, 0.0025954282830382754, 0.0027783100283845477, 0.14910163347577807, 0.0006275267953112122, 0.06844804648776104, 0.00012960602062756817, 0.0002769458074399358, 0.15610314343432805, 0.00022129040962468532, 7.55213039766344e-5, 0.23160338614115838, 0.000602733690030392, 0.0027300400124383242, 0.001374219699051832, 0.14159596493700977, 0.00017841840692853531, 0.18644612019406223]|-2.3366579103984987e-5|4.5512008098990575e-5|-2.8511483642880086e-7|1.5552136489274956e-8|1.119999885559082|LOCALLY_SOLVED
